,0,1,2,3,4,5,6,7,8,9,10,11
111,112,03PJ201200000484,Punjab,2012-13,Hoshiarpur,Appna Fruit & Vegetable Storage,"Shergarh, Near Bye Pass, Chandigarh Road, Hoshiarpur",0.0,8.42,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02921.70MT
112,113,03PJ201200000487,Punjab,2012-13,Jalandhar,Batra Cold Storage Pvt. Ltd.,"Malsian Road, Shahkot, Jalandhar",0.0,7.81,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01780.55MT
113,114,03PJ201200000508,Punjab,2012-13,Ludhiana,Gurbachan Cold Storage,"Village Pona, Tehsil Jagraon",0.0,24.63,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02463.49MT
114,115,03PJ201200000468,Punjab,2012-13,Jalandhar,J. S. Cold Storage,Vill.- Raipur Rasulpur,0.0,27.3,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05082.00MT
115,116,03PJ201200000507,Punjab,2012-13,Ludhiana,Little Bee Products,"Village Mallipur, G. T. Road, Doraha,",0.0,24.52,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02452.42MT
116,117,03PJ201200000506,Punjab,2012-13,Kapurthala,"Mata Kaushalya Cold Storage, Chamber No. 3","Vill.Razapur, Nakodar Road, Kapurthala",0.0,24.01,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02625.40MT
117,118,03PJ201200000481,Punjab,2012-13,Kapurthala,"Mata Kaushalya Cold Storage, Chamber No.1&2","Vill.Razapur, Nakodar Road, Kapurthala",0.0,12.5,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02598.91MT
118,119,03PJ201200000505,Punjab,2012-13,Ludhiana,Raj Karan Cold Storage,"Kohara Road, Opp. Subzi & Grain Market, Sahnewal, Dist. Ludhiana",0.0,17.6,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01760.36MT
119,120,03APB0CS000008,Punjab,2013-14,Mohali,Anubhuti Logistics Pvt. Ltd.,"Village-Mubarikpur, Taluka-Dera Bassi, Dist-Mohali (Punjab)",427.35,108.29,NHB,Completed,COLD / CA STORAGECA STORAGE6979.98MT
120,121,03APB0001346,Punjab,2013-14,Muktsar,"Mann Model Farms, Prop-Indermeet Bains & Others","Village-Khudian, Taluka-Malout, Dist-Muktsar (Punjab)",147.0,37.08,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT015.00TONNES
121,122,03APB0001374,Punjab,2013-14,Fazilka,Friends Kinnow Grading & Waxing Plant,"Village- Balluana, Taluka- Abohar, Dist.- Fazilka (Punjab)",85.68,26.37,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT015.00TONNES
122,123,03PJ201300000511,Punjab,2013-14,Kapurthala,Guru Nanak Cold Storage,"57, Industrial Area, Phagwara",0.0,4.03,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE096.85MT
123,124,03PJ201300000512,Punjab,2013-14,Hoshiarpur,M/s Baba Harnam Singh Cold Storage,"Village Jian, P.O. Bassi Kalan",0.0,14.49,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01448.77MT
124,125,03PJ201300000510,Punjab,2013-14,Kapurthala,M/s Friends Cold Storage,"Village Machipal, PO Sidhwan Dona, Tehsil Kapurthala",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05246.06MT
125,126,03PJ201300000509,Punjab,2013-14,Moga,Rana Cold Storage,"Opp. Bhag Cinema, G.T. Road",0.0,9.57,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0956.73MT
126,127,03PJ201300000488,Punjab,2013-14,Fazilka,Shiva Cold Storage,"Near Ciphet, Bye Pass Railway Crossing, Abhor",0.0,7.74,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01778.40MT
127,128,03APB0001365,Punjab,2013-14,Hoshiarpur,Sh. Sewa Singh S/o Sh. Jagtar Singh,"Village- Sikri, Tehs. Dasuya, Distt. Hoshiarpur (PB)",32.5,4.42,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA140.00TONNES
128,129,03APB0CS000009,Punjab,2013-14,Ludhiana,GMH Agrihub (Sole Proprietor-Gurmit Singh),"Village-Salempura, Taluka-Jagraon, Dist-Ludhiana (Punjab)",766.0,164.45,NHB,Completed,COLD / CA STORAGECOLD STORAGE65535.00MT
129,130,03APB0001378,Punjab,2013-14,Mohali,Golden Garden Foods,"Village-Mubarikpur, Taluka-Derabassi, Dist-Mohali (Punjab)",235.0,50.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER01140.00TONNES
