,0,1,2,3,4,5,6,7,8,9,10,11
57,58,27MH20040000161,Maharastra,2004-05,Mumbai,"Lalji Lashamshi & Sons(Agro)Pvt. Ltd,","Mumbai, Maharashtra",0.0,21.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE02100.00MT
58,59,27MH200400000132,Maharastra,2004-05,Sangli,"M/s Basaveshwar Cold Storage Pvt. Ltd.,","Plot No. H1/N/O/,MIDC,Kupwad,",0.0,15.12,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01628.59MT
59,60,27MH200400000133,Maharastra,2004-05,Nashik,M/s Bhalerao Cold Storage,"Gat No. 432/A, Kokangaon,Tal. Niphad",0.0,10.37,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04086.89MT
60,61,27MH200400000140,Maharastra,2004-05,Mumbai,"M/s Chitravasu Cold Storage Pvt. ltd.,","Plot No. C-8/1 TTC Industrial Area, Navi Mumbai",0.0,34.93,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03493.00MT
61,62,27MH200400000136,Maharastra,2004-05,Pune,"M/s Ecofresh Cold Storage & Warehousing Pvt.,Ltd.,","Plot No. 1, Gat No. 554,555,556,Mouze Kelwade, Tal. Bhor",0.0,13.62,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01362.00MT
62,63,27MH200400000131,Maharastra,2004-05,Sangli,"M/s Guruganga Cold Storage Pvt. Ltd.,","Plot No. G 3/A MIDC Kupwad,",0.0,18.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01883.00MT
63,64,27MH200400000138,Maharastra,2004-05,Sangli,"M/s Hare Krishna Cold Storage Pvt., Ltd.,","Plot No. J- 88/A, MIDC, Kupwad, Tal. Miraj",0.0,16.68,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01667.63MT
64,65,27MH200400000135,Maharastra,2004-05,Sangli,"M/s Kanhaiya Cold Storage and Agro Processors Pvt. Ltd.,","MIDC Kupwad, Miraj",0.0,11.99,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01254.56MT
65,66,27MH200400000117,Maharastra,2004-05,Sangli,M/s Radheshyam Cold Storage,"19/IC Near Akuj Farm, Miraj-Kupwad MIDC Road,Miraj",0.0,15.25,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01525.00MT
66,67,27MH200400000134,Maharastra,2004-05,Nagpur,"M/s Shree Ganesh Fridging & Cold Storage Pvt. Ltd.,","Survey No.35, Nr. Umiya industrial Estate, Mouza Kapsi Khurd",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
67,68,27MH20040000160,Maharastra,2004-05,Sangli,"Priyanka Cold Storage, Sangli",Sangli(Maharashtra),0.0,16.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE01600.00MT
68,69,27MH20050000162,Maharastra,2005-06,Mumbai,"Ahad Engineering Pvt. Ltd,","Plot No. D-29/13, TTC MIDC, Turbhe Opp. Allana Cold Storage, Navi Mumbai (MS)",0.0,5.35,NHB,Completed,COLD / CA STORAGECOLD STORAGE0535.00MT
69,70,27MH200500000143,Maharastra,2005-06,Jalgaon,K.S. Warehousing Corporation,"Plot no. V 190-B, MIDC, Ajanta Road",0.0,49.95,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05400.00MT
70,71,27MH200500000139,Maharastra,2005-06,Thane,"M/s Amar Wire Ropes Pvt. Ltd.,","D - 42, TTC MIDC Sanpada, Navi Mumbai",0.0,22.13,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04000.00MT
71,72,27MH200500000141,Maharastra,2005-06,Mumbai,M/s Chill Freeze Services,"FP- 01, Orange City Food Park, Butibori, Nagpur",0.0,16.17,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05100.00MT
72,73,27MH20050000163,Maharastra,2005-06,Sangli,"Sai Samarth Cold Storage Pvt. Ltd,","Gat No. 1726 & 1722-A, Tasgaon-Sangli Road, Kavathe-Ekand, Tal-Tasgaon, Dist-Sangli",0.0,9.34,NHB,Completed,COLD / CA STORAGECOLD STORAGE0934.49MT
73,74,27MH200500000142,Maharastra,2005-06,Pune,Shri. Panchganga Cold Storage,"Gat No 559/4, Pune Ahmednagar Road Village Wagholi Tal. Haveli",0.0,36.68,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03700.00MT
74,75,27MH200600000144,Maharastra,2006-07,Pune,Jai Jainendra Cold Storage Pvt. Ltd.,"Phase 2, Wadki, Haveli Taluka,",0.0,22.7,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02800.00MT
